Fecha_Guardado,Juego,Apuestas,Coste_Total,Joker
2025-09-06 11:39:05,Primitiva,"[[6, 8, 11, 32, 38, 40, 46], [6, 11, 19, 38, 40, 46], [6, 16, 32, 38, 40, 43], [6, 16, 19, 38, 40, 43], [6, 11, 20, 38, 40, 46]]",12.00,Sí
