USER_ID,STRATEGY_NAME,GAME,BANKROLL_EUR,VOLATILITY,K_NUMEROS,K_ESTRELLAS,MAX_BUDGET_PER_DRAW_EUR, IS_DEFAULT,NOTES,UPDATED_AT,CADENCE,HORIZON,PLAN_TYPE,GAMES,START_DATE,END_DATE,AUTO_REMIND,REMIND_CHANENEL
fran,Equilibrada,Primitiva,10,medium,6,,10,Si,Estrategia base,8/09/2025 10:05:00,,,,,,,,
